,Positions:,"Quorum of the Twelve Apostles, called by Heber J. Grant, October 11, 1934 (1934-10-11) – December 22, 1936 (1936-12-22)
LDS Church Apostle, called by Heber J. Grant, October 11, 1934 (1934-10-11) – December 22, 1936 (1936-12-22)","Quorum of the Twelve Apostles, called by Heber J. Grant, October 11, 1934 (1934-10-11) – December 22, 1936 (1936-12-22)
LDS Church Apostle, called by Heber J. Grant, October 11, 1934 (1934-10-11) – December 22, 1936 (1936-12-22)"
,Notes:,Uncle of LDS Church President Gordon B. Hinckley.,Uncle of LDS Church President Gordon B. Hinckley.
,Name:,Albert E. Bowen,Albert E. Bowen
,Born:,"(1875-10-31)October 31, 1875","(1875-10-31)October 31, 1875"
,Died:,"July 15, 1953(1953-07-15) (aged 77)","July 15, 1953(1953-07-15) (aged 77)"
,Positions:,"Quorum of the Twelve Apostles, called by Heber J. Grant, April 8, 1937 (1937-04-08) – July 15, 1953 (1953-07-15)
LDS Church Apostle, called by Heber J. Grant, April 8, 1937 (1937-04-08) – July 15, 1953 (1953-07-15)","Quorum of the Twelve Apostles, called by Heber J. Grant, April 8, 1937 (1937-04-08) – July 15, 1953 (1953-07-15)
LDS Church Apostle, called by Heber J. Grant, April 8, 1937 (1937-04-08) – July 15, 1953 (1953-07-15)"
,Name:,Sylvester Q. Cannon,Sylvester Q. Cannon
,Born:,"(1877-06-10)June 10, 1877","(1877-06-10)June 10, 1877"
,Died:,"May 29, 1943(1943-05-29) (aged 65)","May 29, 1943(1943-05-29) (aged 65)"
,Positions:,"Quorum of the Twelve Apostles, called by Heber J. Grant, October 6, 1939 (1939-10-06) – May 29, 1943 (1943-05-29)
LDS Church Apostle, called by Heber J. Grant, April 6, 1938 (1938-04-06) – May 29, 1943 (1943-05-29)
Associate to the Quorum of the Twelve Apostles, called by Heber J. Grant, April 14, 1938 (1938-04-14) – October 6, 1939 (1939-10-06)
Presiding Bishop, called by Heber J. Grant, June 4, 1925 (1925-06-04) – April 6, 1938 (1938-04-06)","Quorum of the Twelve Apostles, called by Heber J. Grant, October 6, 1939 (1939-10-06) – May 29, 1943 (1943-05-29)
LDS Church Apostle, called by Heber J. Grant, April 6, 1938 (1938-04-06) – May 29, 1943 (1943-05-29)
Associate to the Quorum of the Twelve Apostles, called by Heber J. Grant, April 14, 1938 (1938-04-14) – October 6, 1939 (1939-10-06)
Presiding Bishop, called by Heber J. Grant, June 4, 1925 (1925-06-04) – April 6, 1938 (1938-04-06)"
,Notes:,"Son of George Q. Cannon.  Was ordained apostle and Associate to the Quorum on April 14, 1938.","Son of George Q. Cannon.  Was ordained apostle and Associate to the Quorum on April 14, 1938."
,Name:,Harold B. Lee,Harold B. Lee
,Born:,"(1899-03-28)March 28, 1899","(1899-03-28)March 28, 1899"
,Died:,"December 26, 1973(1973-12-26) (aged 74)","December 26, 1973(1973-12-26) (aged 74)"
,Positions:,"11th President of the Church of Jesus Christ of Latter-day Saints, July 7, 1972 (1972-07-07) – December 26, 1973 (1973-12-26T1899)
President of the Quorum of the Twelve Apostles
(with Spencer W. Kimball as Acting President), January 23, 1970 (1970-01-23) – July 7, 1972 (1972-07-07)
First Counselor in the First Presidency, called by Joseph Fielding Smith, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Quorum of the Twelve Apostles, called by Heber J. Grant, April 10, 1941 (1941-04-10) – January 23, 1970 (1970-01-23)
LDS Church Apostle, called by Heber J. Grant, April 10, 1941 (1941-04-10) – December 26, 1973 (1973-12-26T1899)","11th President of the Church of Jesus Christ of Latter-day Saints, July 7, 1972 (1972-07-07) – December 26, 1973 (1973-12-26T1899)
President of the Quorum of the Twelve Apostles
(with Spencer W. Kimball as Acting President), January 23, 1970 (1970-01-23) – July 7, 1972 (1972-07-07)
First Counselor in the First Presidency, called by Joseph Fielding Smith, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Quorum of the Twelve Apostles, called by Heber J. Grant, April 10, 1941 (1941-04-10) – January 23, 1970 (1970-01-23)
LDS Church Apostle, called by Heber J. Grant, April 10, 1941 (1941-04-10) – December 26, 1973 (1973-12-26T1899)"
,Name:,Spencer W. Kimball,Spencer W. Kimball
,Born:,"(1895-03-28)March 28, 1895","(1895-03-28)March 28, 1895"
,Died:,"November 5, 1985(1985-11-05) (aged 90)","November 5, 1985(1985-11-05) (aged 90)"
,Positions:,"12th President of the Church of Jesus Christ of Latter-day Saints, December 30, 1973 (1973-12-30) – November 5, 1985 (1985-11-05)
President of the Quorum of the Twelve Apostles, July 7, 1972 (1972-07-07) – December 30, 1973 (1973-12-30)
Acting President of the Quorum of the Twelve Apostles, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Quorum of the Twelve Apostles, called by Heber J. Grant, October 7, 1943 (1943-10-07) – December 30, 1973 (1973-12-30)
LDS Church Apostle, called by Heber J. Grant, October 7, 1943 (1943-10-07) – November 5, 1985 (1985-11-05)","12th President of the Church of Jesus Christ of Latter-day Saints, December 30, 1973 (1973-12-30) – November 5, 1985 (1985-11-05)
President of the Quorum of the Twelve Apostles, July 7, 1972 (1972-07-07) – December 30, 1973 (1973-12-30)
Acting President of the Quorum of the Twelve Apostles, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Quorum of the Twelve Apostles, called by Heber J. Grant, October 7, 1943 (1943-10-07) – December 30, 1973 (1973-12-30)
LDS Church Apostle, called by Heber J. Grant, October 7, 1943 (1943-10-07) – November 5, 1985 (1985-11-05)"
,Notes:,Grandson of Heber C. Kimball. Cousin of both Orson F. Whitney and J. Reuben Clark.,Grandson of Heber C. Kimball. Cousin of both Orson F. Whitney and J. Reuben Clark.
,Name:,Ezra Taft Benson,Ezra Taft Benson
,Born:,"(1899-08-04)August 4, 1899","(1899-08-04)August 4, 1899"
,Died:,"May 30, 1994(1994-05-30) (aged 94)","May 30, 1994(1994-05-30) (aged 94)"
,Positions:,"13th President of the Church of Jesus Christ of Latter-day Saints, November 10, 1985 (1985-11-10) – May 30, 1994 (1994-05-30)
President of the Quorum of the Twelve Apostles, December 30, 1973 (1973-12-30) – November 10, 1985 (1985-11-10)
Quorum of the Twelve Apostles, called by Heber J. Grant, October 7, 1943 (1943-10-07) – November 10, 1985 (1985-11-10)
LDS Church Apostle, called by Heber J. Grant, October 7, 1943 (1943-10-07) – May 30, 1994 (1994-05-30)","13th President of the Church of Jesus Christ of Latter-day Saints, November 10, 1985 (1985-11-10) – May 30, 1994 (1994-05-30)
President of the Quorum of the Twelve Apostles, December 30, 1973 (1973-12-30) – November 10, 1985 (1985-11-10)
Quorum of the Twelve Apostles, called by Heber J. Grant, October 7, 1943 (1943-10-07) – November 10, 1985 (1985-11-10)
LDS Church Apostle, called by Heber J. Grant, October 7, 1943 (1943-10-07) – May 30, 1994 (1994-05-30)"
,Notes:,"Great-grandson of Ezra T. Benson. U.S. Secretary of Agriculture, 1953–61.","Great-grandson of Ezra T. Benson. U.S. Secretary of Agriculture, 1953–61."
,Name:,Mark E. Petersen,Mark E. Petersen
,Born:,"(1900-11-07)November 7, 1900","(1900-11-07)November 7, 1900"
,Died:,"January 11, 1984(1984-01-11) (aged 83)","January 11, 1984(1984-01-11) (aged 83)"
,Positions:,"Quorum of the Twelve Apostles, called by Heber J. Grant, April 20, 1944 (1944-04-20) – January 11, 1984 (1984-01-11)
LDS Church Apostle, called by Heber J. Grant, April 20, 1944 (1944-04-20) – January 11, 1984 (1984-01-11)","Quorum of the Twelve Apostles, called by Heber J. Grant, April 20, 1944 (1944-04-20) – January 11, 1984 (1984-01-11)
LDS Church Apostle, called by Heber J. Grant, April 20, 1944 (1944-04-20) – January 11, 1984 (1984-01-11)"
,Name:,Matthew Cowley,Matthew Cowley
,Born:,"(1897-08-02)August 2, 1897","(1897-08-02)August 2, 1897"
,Died:,"December 13, 1953(1953-12-13) (aged 56)","December 13, 1953(1953-12-13) (aged 56)"
,Positions:,"Quorum of the Twelve Apostles, called by George Albert Smith, October 11, 1945 (1945-10-11) – December 13, 1953 (1953-12-13)
LDS Church Apostle, called by George Albert Smith, October 11, 1945 (1945-10-11) – December 13, 1953 (1953-12-13)","Quorum of the Twelve Apostles, called by George Albert Smith, October 11, 1945 (1945-10-11) – December 13, 1953 (1953-12-13)
LDS Church Apostle, called by George Albert Smith, October 11, 1945 (1945-10-11) – December 13, 1953 (1953-12-13)"
,Name:,Henry D. Moyle,Henry D. Moyle
,Born:,"(1889-04-22)April 22, 1889","(1889-04-22)April 22, 1889"
,Died:,"September 18, 1963(1963-09-18) (aged 74)","September 18, 1963(1963-09-18) (aged 74)"
,Positions:,"First Counselor in the First Presidency, called by David O. McKay, October 12, 1961 (1961-10-12) – September 18, 1963 (1963-09-18)
Second Counselor in the First Presidency, called by David O. McKay, June 12, 1959 (1959-06-12) – October 12, 1961 (1961-10-12)
Quorum of the Twelve Apostles, called by George Albert Smith, April 10, 1947 (1947-04-10) – June 12, 1959 (1959-06-12)
LDS Church Apostle, April 10, 1947 (1947-04-10) – September 18, 1963 (1963-09-18)","First Counselor in the First Presidency, called by David O. McKay, October 12, 1961 (1961-10-12) – September 18, 1963 (1963-09-18)
Second Counselor in the First Presidency, called by David O. McKay, June 12, 1959 (1959-06-12) – October 12, 1961 (1961-10-12)
Quorum of the Twelve Apostles, called by George Albert Smith, April 10, 1947 (1947-04-10) – June 12, 1959 (1959-06-12)
LDS Church Apostle, April 10, 1947 (1947-04-10) – September 18, 1963 (1963-09-18)"
,Name:,Delbert L. Stapley,Delbert L. Stapley
,Born:,"(1896-12-11)December 11, 1896","(1896-12-11)December 11, 1896"
,Died:,"August 19, 1978(1978-08-19) (aged 81)","August 19, 1978(1978-08-19) (aged 81)"
,Positions:,"Quorum of the Twelve Apostles, called by George Albert Smith, October 5, 1950 (1950-10-05) – August 19, 1978 (1978-08-19)
LDS Church Apostle, called by George Albert Smith, October 5, 1950 (1950-10-05) – August 19, 1978 (1978-08-19)","Quorum of the Twelve Apostles, called by George Albert Smith, October 5, 1950 (1950-10-05) – August 19, 1978 (1978-08-19)
LDS Church Apostle, called by George Albert Smith, October 5, 1950 (1950-10-05) – August 19, 1978 (1978-08-19)"
,Notes:,"As a youth, he rejected a chance at playing Major League Baseball so he could serve a mission in the southern United States.","As a youth, he rejected a chance at playing Major League Baseball so he could serve a mission in the southern United States."
,Name:,Marion G. Romney,Marion G. Romney
,Born:,"(1897-09-19)September 19, 1897","(1897-09-19)September 19, 1897"
,Died:,"May 20, 1988(1988-05-20) (aged 90)","May 20, 1988(1988-05-20) (aged 90)"
,Positions:,"President of the Quorum of the Twelve Apostles
(with Howard W. Hunter as Acting President), November 10, 1985 (1985-11-10) – May 20, 1988 (1988-05-20)
Quorum of the Twelve Apostles, November 5, 1985 (1985-11-05) – May 20, 1988 (1988-05-20)
First Counselor in the First Presidency, called by Spencer W. Kimball, December 2, 1982 (1982-12-02) – November 5, 1985 (1985-11-05)
Second Counselor in the First Presidency, called by Harold B. Lee, July 7, 1972 (1972-07-07) – December 2, 1982 (1982-12-02)
Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1951 (1951-10-04) – July 7, 1972 (1972-07-07)
LDS Church Apostle, called by David O. McKay, October 11, 1951 (1951-10-11) – May 20, 1988 (1988-05-20)
Assistant to the Quorum of the Twelve Apostles, called by Heber J. Grant, April 6, 1941 (1941-04-06) – October 4, 1951 (1951-10-04)","President of the Quorum of the Twelve Apostles
(with Howard W. Hunter as Acting President), November 10, 1985 (1985-11-10) – May 20, 1988 (1988-05-20)
Quorum of the Twelve Apostles, November 5, 1985 (1985-11-05) – May 20, 1988 (1988-05-20)
First Counselor in the First Presidency, called by Spencer W. Kimball, December 2, 1982 (1982-12-02) – November 5, 1985 (1985-11-05)
Second Counselor in the First Presidency, called by Harold B. Lee, July 7, 1972 (1972-07-07) – December 2, 1982 (1982-12-02)
Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1951 (1951-10-04) – July 7, 1972 (1972-07-07)
LDS Church Apostle, called by David O. McKay, October 11, 1951 (1951-10-11) – May 20, 1988 (1988-05-20)
Assistant to the Quorum of the Twelve Apostles, called by Heber J. Grant, April 6, 1941 (1941-04-06) – October 4, 1951 (1951-10-04)"
,Notes:,Parents were American. One of the first five individuals selected as Assistants to the Quorum of the Twelve Apostles in 1941.,Parents were American. One of the first five individuals selected as Assistants to the Quorum of the Twelve Apostles in 1941.
,Name:,LeGrand Richards,LeGrand Richards
,Born:,"(1886-02-06)February 6, 1886","(1886-02-06)February 6, 1886"
,Died:,"January 11, 1983(1983-01-11) (aged 96)","January 11, 1983(1983-01-11) (aged 96)"
,Positions:,"Quorum of the Twelve Apostles, called by David O. McKay, April 6, 1952 (1952-04-06) – January 11, 1983 (1983-01-11)
LDS Church Apostle, called by David O. McKay, April 10, 1952 (1952-04-10) – January 11, 1983 (1983-01-11)
Presiding Bishop, called by Heber J. Grant, April 6, 1938 (1938-04-06) – April 6, 1952 (1952-04-06)","Quorum of the Twelve Apostles, called by David O. McKay, April 6, 1952 (1952-04-06) – January 11, 1983 (1983-01-11)
LDS Church Apostle, called by David O. McKay, April 10, 1952 (1952-04-10) – January 11, 1983 (1983-01-11)
Presiding Bishop, called by Heber J. Grant, April 6, 1938 (1938-04-06) – April 6, 1952 (1952-04-06)"
,Notes:,"Son of George F. Richards, grandson of Franklin D. Richards, and nephew of Willard Richards.","Son of George F. Richards, grandson of Franklin D. Richards, and nephew of Willard Richards."
,Name:,Adam S. Bennion,Adam S. Bennion
,Born:,"(1886-12-02)December 2, 1886","(1886-12-02)December 2, 1886"
,Died:,"February 11, 1958(1958-02-11) (aged 71)","February 11, 1958(1958-02-11) (aged 71)"
,Positions:,"Quorum of the Twelve Apostles, called by David O. McKay, April 9, 1953 (1953-04-09) – February 11, 1958 (1958-02-11)
LDS Church Apostle, called by David O. McKay, April 9, 1953 (1953-04-09) – February 11, 1958 (1958-02-11)","Quorum of the Twelve Apostles, called by David O. McKay, April 9, 1953 (1953-04-09) – February 11, 1958 (1958-02-11)
LDS Church Apostle, called by David O. McKay, April 9, 1953 (1953-04-09) – February 11, 1958 (1958-02-11)"
,Name:,Richard L. Evans,Richard L. Evans
,Born:,"(1906-03-23)March 23, 1906","(1906-03-23)March 23, 1906"
,Died:,"November 1, 1971(1971-11-01) (aged 65)","November 1, 1971(1971-11-01) (aged 65)"
,Positions:,"Quorum of the Twelve Apostles, called by David O. McKay, October 8, 1953 (1953-10-08) – November 1, 1971 (1971-11-01)
LDS Church Apostle, called by David O. McKay, October 8, 1953 (1953-10-08) – November 1, 1971 (1971-11-01)
First Council of the Seventy, called by Heber J. Grant, October 7, 1938 (1938-10-07) – October 8, 1953 (1953-10-08)","Quorum of the Twelve Apostles, called by David O. McKay, October 8, 1953 (1953-10-08) – November 1, 1971 (1971-11-01)
LDS Church Apostle, called by David O. McKay, October 8, 1953 (1953-10-08) – November 1, 1971 (1971-11-01)
First Council of the Seventy, called by Heber J. Grant, October 7, 1938 (1938-10-07) – October 8, 1953 (1953-10-08)"
,Notes:,Was the Announcer for Music and the Spoken Word from June 1930 to October 1971.,Was the Announcer for Music and the Spoken Word from June 1930 to October 1971.
,Name:,George Q. Morris,George Q. Morris
,Born:,"(1874-02-20)February 20, 1874","(1874-02-20)February 20, 1874"
,Died:,"April 23, 1962(1962-04-23) (aged 88)","April 23, 1962(1962-04-23) (aged 88)"
,Positions:,"Quorum of the Twelve Apostles, called by David O. McKay, April 8, 1954 (1954-04-08) – April 23, 1962 (1962-04-23)
LDS Church Apostle, called by David O. McKay, April 8, 1954 (1954-04-08) – April 23, 1962 (1962-04-23)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 6, 1951 (1951-10-06) – April 8, 1954 (1954-04-08)","Quorum of the Twelve Apostles, called by David O. McKay, April 8, 1954 (1954-04-08) – April 23, 1962 (1962-04-23)
LDS Church Apostle, called by David O. McKay, April 8, 1954 (1954-04-08) – April 23, 1962 (1962-04-23)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 6, 1951 (1951-10-06) – April 8, 1954 (1954-04-08)"
,Name:,Hugh B. Brown,Hugh B. Brown
,Born:,"(1883-10-24)October 24, 1883","(1883-10-24)October 24, 1883"
,Died:,"December 2, 1975(1975-12-02) (aged 92)","December 2, 1975(1975-12-02) (aged 92)"
,Positions:,"Quorum of the Twelve Apostles, January 18, 1970 (1970-01-18) – December 2, 1975 (1975-12-02)
First Counselor in the First Presidency, called by David O. McKay, October 4, 1963 (1963-10-04) – January 18, 1970 (1970-01-18)
Second Counselor in the First Presidency, called by David O. McKay, October 12, 1961 (1961-10-12) – October 4, 1963 (1963-10-04)
Third Counselor in the First Presidency, called by David O. McKay, June 22, 1961 (1961-06-22) – October 12, 1961 (1961-10-12)
Quorum of the Twelve Apostles, called by David O. McKay, April 10, 1958 (1958-04-10) – June 22, 1961 (1961-06-22)
Apostle, called by David O. McKay, April 10, 1958 (1958-04-10) – December 2, 1975 (1975-12-02)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1953 (1953-10-04) – April 10, 1958 (1958-04-10)","Quorum of the Twelve Apostles, January 18, 1970 (1970-01-18) – December 2, 1975 (1975-12-02)
First Counselor in the First Presidency, called by David O. McKay, October 4, 1963 (1963-10-04) – January 18, 1970 (1970-01-18)
Second Counselor in the First Presidency, called by David O. McKay, October 12, 1961 (1961-10-12) – October 4, 1963 (1963-10-04)
Third Counselor in the First Presidency, called by David O. McKay, June 22, 1961 (1961-06-22) – October 12, 1961 (1961-10-12)
Quorum of the Twelve Apostles, called by David O. McKay, April 10, 1958 (1958-04-10) – June 22, 1961 (1961-06-22)
Apostle, called by David O. McKay, April 10, 1958 (1958-04-10) – December 2, 1975 (1975-12-02)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1953 (1953-10-04) – April 10, 1958 (1958-04-10)"
,Notes:,"Also worked as a professor of religion at Brigham Young University from 1946 to 1949.
Uncle of N. Eldon Tanner","Also worked as a professor of religion at Brigham Young University from 1946 to 1949.
Uncle of N. Eldon Tanner"
,Name:,Howard W. Hunter,Howard W. Hunter
,Born:,"(1907-11-14)November 14, 1907","(1907-11-14)November 14, 1907"
,Died:,"March 3, 1995(1995-03-03) (aged 87)","March 3, 1995(1995-03-03) (aged 87)"
,Positions:,"14th President of the Church of Jesus Christ of Latter-day Saints, June 5, 1994 (1994-06-05) – March 3, 1995 (1995-03-03)
President of the Quorum of the Twelve Apostles, May 20, 1988 (1988-05-20) – June 5, 1994 (1994-06-05)
Acting President of the Quorum of the Twelve Apostles, November 10, 1985 (1985-11-10) – May 20, 1988 (1988-05-20)
Quorum of the Twelve Apostles, called by David O. McKay, October 10, 1959 (1959-10-10) – June 5, 1994 (1994-06-05)
LDS Church Apostle, called by David O. McKay, October 15, 1959 (1959-10-15) – March 3, 1995 (1995-03-03)","14th President of the Church of Jesus Christ of Latter-day Saints, June 5, 1994 (1994-06-05) – March 3, 1995 (1995-03-03)
President of the Quorum of the Twelve Apostles, May 20, 1988 (1988-05-20) – June 5, 1994 (1994-06-05)
Acting President of the Quorum of the Twelve Apostles, November 10, 1985 (1985-11-10) – May 20, 1988 (1988-05-20)
Quorum of the Twelve Apostles, called by David O. McKay, October 10, 1959 (1959-10-10) – June 5, 1994 (1994-06-05)
LDS Church Apostle, called by David O. McKay, October 15, 1959 (1959-10-15) – March 3, 1995 (1995-03-03)"
,Name:,Gordon B. Hinckley,Gordon B. Hinckley
,Born:,"(1910-06-23)June 23, 1910","(1910-06-23)June 23, 1910"
,Died:,"January 27, 2008(2008-01-27) (aged 97)","January 27, 2008(2008-01-27) (aged 97)"
,Positions:,"15th President of the Church of Jesus Christ of Latter-day Saints, March 12, 1995 (1995-03-12) – January 27, 2008 (2008-01-27)
President of the Quorum of the Twelve Apostles
(with Boyd K. Packer as Acting President), June 5, 1994 (1994-06-05) – March 12, 1995 (1995-03-12)
First Counselor in the First Presidency, called by Howard W. Hunter, June 5, 1994 (1994-06-05) – March 3, 1995 (1995-03-03)
First Counselor in the First Presidency, called by Ezra Taft Benson, November 10, 1985 (1985-11-10) – June 5, 1994 (1994-06-05)
Second Counselor in the First Presidency, called by Spencer W. Kimball, December 2, 1982 (1982-12-02) – November 5, 1985 (1985-11-05)
Counselor in the First Presidency, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – December 2, 1982 (1982-12-02)
Quorum of the Twelve Apostles, called by David O. McKay, October 5, 1961 (1961-10-05) – July 23, 1981 (1981-07-23)
LDS Church Apostle, called by David O. McKay, October 5, 1961 (1961-10-05) – January 27, 2008 (2008-01-27)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, April 6, 1958 (1958-04-06) – October 5, 1961 (1961-10-05)","15th President of the Church of Jesus Christ of Latter-day Saints, March 12, 1995 (1995-03-12) – January 27, 2008 (2008-01-27)
President of the Quorum of the Twelve Apostles
(with Boyd K. Packer as Acting President), June 5, 1994 (1994-06-05) – March 12, 1995 (1995-03-12)
First Counselor in the First Presidency, called by Howard W. Hunter, June 5, 1994 (1994-06-05) – March 3, 1995 (1995-03-03)
First Counselor in the First Presidency, called by Ezra Taft Benson, November 10, 1985 (1985-11-10) – June 5, 1994 (1994-06-05)
Second Counselor in the First Presidency, called by Spencer W. Kimball, December 2, 1982 (1982-12-02) – November 5, 1985 (1985-11-05)
Counselor in the First Presidency, called by Spencer W. Kimball, July 23, 1981 (1981-07-23) – December 2, 1982 (1982-12-02)
Quorum of the Twelve Apostles, called by David O. McKay, October 5, 1961 (1961-10-05) – July 23, 1981 (1981-07-23)
LDS Church Apostle, called by David O. McKay, October 5, 1961 (1961-10-05) – January 27, 2008 (2008-01-27)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, April 6, 1958 (1958-04-06) – October 5, 1961 (1961-10-05)"
,Notes:,Nephew of Alonzo A. Hinckley.,Nephew of Alonzo A. Hinckley.
,Name:,N. Eldon Tanner,N. Eldon Tanner
,Born:,"(1898-05-09)May 9, 1898","(1898-05-09)May 9, 1898"
,Died:,"November 27, 1982(1982-11-27) (aged 84)","November 27, 1982(1982-11-27) (aged 84)"
,Positions:,"First Counselor in the First Presidency, called by Spencer W. Kimball, December 30, 1973 (1973-12-30) – November 27, 1982 (1982-11-27)
First Counselor in the First Presidency, called by Harold B. Lee, July 7, 1972 (1972-07-07) – December 26, 1973 (1973-12-26)
Second Counselor in the First Presidency, called by Joseph Fielding Smith, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Second Counselor in the First Presidency, called by David O. McKay, October 4, 1963 (1963-10-04) – January 18, 1970 (1970-01-18)
Quorum of the Twelve Apostles, called by David O. McKay, October 11, 1962 (1962-10-11) – October 4, 1963 (1963-10-04)
LDS Church Apostle, called by David O. McKay, October 11, 1962 (1962-10-11) – November 27, 1982 (1982-11-27)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 8, 1960 (1960-10-08) – October 11, 1962 (1962-10-11)","First Counselor in the First Presidency, called by Spencer W. Kimball, December 30, 1973 (1973-12-30) – November 27, 1982 (1982-11-27)
First Counselor in the First Presidency, called by Harold B. Lee, July 7, 1972 (1972-07-07) – December 26, 1973 (1973-12-26)
Second Counselor in the First Presidency, called by Joseph Fielding Smith, January 23, 1970 (1970-01-23) – July 2, 1972 (1972-07-02)
Second Counselor in the First Presidency, called by David O. McKay, October 4, 1963 (1963-10-04) – January 18, 1970 (1970-01-18)
Quorum of the Twelve Apostles, called by David O. McKay, October 11, 1962 (1962-10-11) – October 4, 1963 (1963-10-04)
LDS Church Apostle, called by David O. McKay, October 11, 1962 (1962-10-11) – November 27, 1982 (1982-11-27)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, October 8, 1960 (1960-10-08) – October 11, 1962 (1962-10-11)"
,Notes:,"Member (1935–52) of and Speaker (1936–37) of the Legislative Assembly of Alberta.
Nephew of Hugh B. Brown","Member (1935–52) of and Speaker (1936–37) of the Legislative Assembly of Alberta.
Nephew of Hugh B. Brown"
,Name:,Thomas S. Monson,Thomas S. Monson
,Born:,"(1927-08-21)August 21, 1927","(1927-08-21)August 21, 1927"
,Died:,"January 2, 2018(2018-01-02) (aged 90)","January 2, 2018(2018-01-02) (aged 90)"
,Positions:,"16th President of the Church of Jesus Christ of Latter-day Saints, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
President of the Quorum of the Twelve Apostles
(with Boyd K. Packer as Acting President), March 12, 1995 (1995-03-12) – February 3, 2008 (2008-02-03)
First Counselor in the First Presidency, called by Gordon B. Hinckley, March 12, 1995 (1995-03-12) – January 27, 2008 (2008-01-27)
Second Counselor in the First Presidency, called by Ezra Taft Benson, November 10, 1985 (1985-11-10) – March 3, 1995 (1995-03-03)
Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1963 (1963-10-04) – November 10, 1985 (1985-11-10)
LDS Church Apostle, called by David O. McKay, October 10, 1963 (1963-10-10) – January 2, 2018 (2018-01-02)","16th President of the Church of Jesus Christ of Latter-day Saints, February 3, 2008 (2008-02-03) – January 2, 2018 (2018-01-02)
President of the Quorum of the Twelve Apostles
(with Boyd K. Packer as Acting President), March 12, 1995 (1995-03-12) – February 3, 2008 (2008-02-03)
First Counselor in the First Presidency, called by Gordon B. Hinckley, March 12, 1995 (1995-03-12) – January 27, 2008 (2008-01-27)
Second Counselor in the First Presidency, called by Ezra Taft Benson, November 10, 1985 (1985-11-10) – March 3, 1995 (1995-03-03)
Quorum of the Twelve Apostles, called by David O. McKay, October 4, 1963 (1963-10-04) – November 10, 1985 (1985-11-10)
LDS Church Apostle, called by David O. McKay, October 10, 1963 (1963-10-10) – January 2, 2018 (2018-01-02)"
,Notes:,"Chairman, Boards of Trustees/Education of the Church Educational System","Chairman, Boards of Trustees/Education of the Church Educational System"
,Name:,Boyd K. Packer,Boyd K. Packer
,Born:,"(1924-09-10)September 10, 1924","(1924-09-10)September 10, 1924"
,Died:,"July 3, 2015(2015-07-03) (aged 90)","July 3, 2015(2015-07-03) (aged 90)"
,Positions:,"President of the Quorum of the Twelve Apostles, February 3, 2008 (2008-02-03) – July 3, 2015 (2015-07-03)
Acting President of the Quorum of the Twelve Apostles, June 5, 1994 (1994-06-05) – January 27, 2008 (2008-01-27)
Quorum of the Twelve Apostles, called by Joseph Fielding Smith, April 6, 1970 (1970-04-06) – July 3, 2015 (2015-07-03)
LDS Church Apostle, called by Joseph Fielding Smith, April 9, 1970 (1970-04-09) – July 3, 2015 (2015-07-03)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, September 30, 1961 (1961-09-30) – April 6, 1970 (1970-04-06)","President of the Quorum of the Twelve Apostles, February 3, 2008 (2008-02-03) – July 3, 2015 (2015-07-03)
Acting President of the Quorum of the Twelve Apostles, June 5, 1994 (1994-06-05) – January 27, 2008 (2008-01-27)
Quorum of the Twelve Apostles, called by Joseph Fielding Smith, April 6, 1970 (1970-04-06) – July 3, 2015 (2015-07-03)
LDS Church Apostle, called by Joseph Fielding Smith, April 9, 1970 (1970-04-09) – July 3, 2015 (2015-07-03)
Assistant to the Quorum of the Twelve Apostles, called by David O. McKay, September 30, 1961 (1961-09-30) – April 6, 1970 (1970-04-06)"
,Name:,Marvin J. Ashton,Marvin J. Ashton
,Born:,"(1915-05-06)May 6, 1915","(1915-05-06)May 6, 1915"
,Died:,"February 25, 1994(1994-02-25) (aged 78)","February 25, 1994(1994-02-25) (aged 78)"
